"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","8/432","480/18737",0.0166666666666667,0.722878086419753,-0.94487036033143,0.867336490278772,0.931308135359368,0.847213218815231,"MEOX1/DLX3/CREBRF/HLF/MAFB/HNF4A/GLIS3/ESR1",8
"GO:0019787","ubiquitin-like protein transferase activity","8/432","482/18737",0.016597510373444,0.719878592285231,-0.957137531704802,0.870193934718599,0.932776375229183,0.848548880105915,"TNFAIP3/BIRC3/PJA1/RNF43/ARK2C/PELI2/BIRC7/RNF112",8
"GO:0001216","DNA-binding transcription activator activity","8/432","487/18737",0.0164271047227926,0.712487641645753,-0.987608931620363,0.877118869810937,0.936419800179436,0.851863312421515,"MEOX1/DLX3/CREBRF/HLF/MAFB/HNF4A/GLIS3/ESR1",8
"GO:0016741","transferase activity, transferring one-carbon groups","3/432","216/18737",0.0138888888888889,0.602398405349794,-0.902897026795747,0.878058467559779,0.936419800179436,0.851863312421515,"INMT/TMT1B/GNMT",3
"GO:0005249","voltage-gated potassium channel activity","1/432","90/18737",0.0111111111111111,0.481918724279835,-0.756850516167587,0.878080547452603,0.936419800179436,0.851863312421515,"HCN4",1
"GO:0016410","N-acyltransferase activity","1/432","93/18737",0.010752688172043,0.466372958980486,-0.792510822638721,0.886359807453137,0.943641563717115,0.858432967834134,"SAT1",1
"GO:0016407","acetyltransferase activity","1/432","95/18737",0.0105263157894737,0.456554580896686,-0.815768494865406,0.891565244869294,0.946966192376091,0.86145739040771,"SAT1",1
"GO:0016755","aminoacyltransferase activity","8/432","499/18737",0.0160320641282565,0.69535367030357,-1.05962711499097,0.892508072686731,0.946966192376091,0.86145739040771,"TNFAIP3/BIRC3/PJA1/RNF43/ARK2C/PELI2/BIRC7/RNF112",8
"GO:0140104","molecular carrier activity","1/432","98/18737",0.0102040816326531,0.442578420256992,-0.849925691191404,0.898930720114294,0.952166887972163,0.866188475522011,"APLF",1
"GO:0043021","ribonucleoprotein complex binding","2/432","174/18737",0.0114942528735632,0.498536611323968,-1.02090473616148,0.912808381524092,0.965233187219732,0.87807491892698,"LETM2/ANG",2
"GO:0090079","translation regulator activity, nucleic acid binding","1/432","110/18737",0.00909090909090909,0.394297138047138,-0.978768438695854,0.923726781158501,0.975131475556866,0.887079415295552,"PAIP2B",1
"GO:0042393","histone binding","3/432","249/18737",0.0120481927710843,0.522562472110665,-1.16510939891032,0.929005365099081,0.977661828392809,0.889381283269732,"APLF/APBB1/CHD5",3
"GO:0015078","proton transmembrane transporter activity","2/432","185/18737",0.0108108108108108,0.468893893893894,-1.11523717222518,0.929247265005945,0.977661828392809,0.889381283269732,"SLC45A2/SLC15A2",2
"GO:0001221","transcription coregulator binding","1/432","117/18737",0.00854700854700855,0.370706710984489,-1.04894239482494,0.935282092877977,0.982360050573177,0.893655267126431,"ESR1",1
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","1/432","122/18737",0.00819672131147541,0.355513812993321,-1.09712839298125,0.942450007942431,0.988230661594575,0.898995775891483,"ADHFE1",1
"GO:0016829","lyase activity","2/432","201/18737",0.00995024875621891,0.431569006817763,-1.24469576930784,0.948017149798475,0.992405912665293,0.902794011689799,"HDC/ALOX12B",2
"GO:0042826","histone deacetylase binding","1/432","128/18737",0.0078125,0.338849103009259,-1.15302707143023,0.950013590693414,0.992835572243869,0.903184874027128,"ZMYND15",1
"GO:0031072","heat shock protein binding","1/432","131/18737",0.00763358778625954,0.33108919988691,-1.18024669571517,0.953414818604283,0.994200959250322,0.904426969824154,"MAPT",1
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","1/432","132/18737",0.00757575757575758,0.328580948372615,-1.18921734360662,0.954496448098153,0.994200959250322,0.904426969824154,"ADHFE1",1
"GO:0051087","protein-folding chaperone binding","1/432","134/18737",0.00746268656716418,0.323676755113322,-1.20700943792787,0.956585115743794,0.994721399427932,0.904900415487659,"MAPT",1
"GO:0016922","nuclear receptor binding","1/432","137/18737",0.0072992700729927,0.316588942957556,-1.23333557352798,0.959540127553689,0.9961395022365,0.906190466974855,"ESR1",1
"GO:0140101","catalytic activity, acting on a tRNA","1/432","139/18737",0.00719424460431655,0.312033706368239,-1.25065316050362,0.961397777642002,0.996415577489889,0.906441613287422,"ANG",1
"GO:0020037","heme binding","1/432","143/18737",0.00699300699300699,0.303305490805491,-1.2847524035851,0.964861659932125,0.998352725814067,0.908203841710795,"PTGS1",1
"GO:0046982","protein heterodimerization activity","4/432","363/18737",0.0110192837465565,0.477935924905622,-1.54301700116038,0.969592198684126,0.998387890596645,0.908235831196881,"BDKRB2/SLC7A8/H4C14/H2AC19",4
"GO:0000287","magnesium ion binding","2/432","231/18737",0.00865800865800866,0.375521083854417,-1.46711087681772,0.971189152173388,0.998387890596645,0.908235831196881,"S100P/ATP8B2",2
